userid,tittle,grade
65,"蒙牛特仑苏 低脂牛奶",4
223,"蒙牛特仑苏 低脂牛奶",1
291,"蒙牛特仑苏 低脂牛奶",1
212,"蒙牛特仑苏 低脂牛奶",5
30,"蒙牛特仑苏 低脂牛奶",2
64,"蒙牛特仑苏 低脂牛奶",1
10,"蒙牛特仑苏 低脂牛奶",4
117,"蒙牛特仑苏 低脂牛奶",0
240,"蒙牛特仑苏 低脂牛奶",1
120,"蒙牛特仑苏 低脂牛奶",3
189,"蒙牛特仑苏 低脂牛奶",1
39,"蒙牛特仑苏 低脂牛奶",0
225,"蒙牛特仑苏 低脂牛奶",5
77,"蒙牛特仑苏 低脂牛奶",4
48,"蒙牛特仑苏 低脂牛奶",3
220,"蒙牛特仑苏 低脂牛奶",2
32,"蒙牛特仑苏 低脂牛奶",4
201,"蒙牛特仑苏 低脂牛奶",0
149,"蒙牛特仑苏 低脂牛奶",2
196,"蒙牛特仑苏 低脂牛奶",0
141,"蒙牛特仑苏 低脂牛奶",2
41,"蒙牛特仑苏 低脂牛奶",2
207,"蒙牛特仑苏 低脂牛奶",0
235,"蒙牛特仑苏 低脂牛奶",1
203,"蒙牛特仑苏 低脂牛奶",5
109,"蒙牛特仑苏 低脂牛奶",1
146,"蒙牛特仑苏 低脂牛奶",4
124,"蒙牛特仑苏 低脂牛奶",4
135,"蒙牛特仑苏 低脂牛奶",5
177,"蒙牛特仑苏 低脂牛奶",1
164,"蒙牛特仑苏 低脂牛奶",5
44,"蒙牛特仑苏 低脂牛奶",3
36,"蒙牛特仑苏 低脂牛奶",3
277,"蒙牛特仑苏 低脂牛奶",5
140,"安慕希 希腊风味酸奶(蓝莓味)",5
64,"安慕希 希腊风味酸奶(蓝莓味)",1
281,"安慕希 希腊风味酸奶(蓝莓味)",0
19,"安慕希 希腊风味酸奶(蓝莓味)",3
49,"安慕希 希腊风味酸奶(蓝莓味)",5
181,"安慕希 希腊风味酸奶(蓝莓味)",0
254,"安慕希 希腊风味酸奶(蓝莓味)",3
220,"安慕希 希腊风味酸奶(蓝莓味)",1
30,"安慕希 希腊风味酸奶(蓝莓味)",1
144,"安慕希 希腊风味酸奶(蓝莓味)",0
20,"安慕希 希腊风味酸奶(蓝莓味)",2
285,"安慕希 希腊风味酸奶(蓝莓味)",3
34,"安慕希 希腊风味酸奶(蓝莓味)",3
142,"安慕希 希腊风味酸奶(蓝莓味)",1
10,"安慕希 希腊风味酸奶(蓝莓味)",4
218,"安慕希 希腊风味酸奶(蓝莓味)",0
210,"安慕希 希腊风味酸奶(蓝莓味)",3
207,"安慕希 希腊风味酸奶(蓝莓味)",2
212,"安慕希 希腊风味酸奶(蓝莓味)",4
48,"安慕希 希腊风味酸奶(蓝莓味)",3
291,"安慕希 希腊风味酸奶(蓝莓味)",2
67,"安慕希 希腊风味酸奶(蓝莓味)",4
247,"安慕希 希腊风味酸奶(蓝莓味)",2
148,"安慕希 希腊风味酸奶(蓝莓味)",2
139,"安慕希 希腊风味酸奶(蓝莓味)",0
57,"安慕希 希腊风味酸奶(蓝莓味)",1
62,"安慕希 希腊风味酸奶(蓝莓味)",1
189,"安慕希 希腊风味酸奶(蓝莓味)",4
180,"安慕希 希腊风味酸奶(蓝莓味)",4
258,"安慕希 希腊风味酸奶(蓝莓味)",2
119,"安慕希 希腊风味酸奶(蓝莓味)",3
9,"安慕希 希腊风味酸奶(蓝莓味)",4
246,"安慕希 希腊风味酸奶(蓝莓味)",2
113,"安慕希 希腊风味酸奶(蓝莓味)",1
179,"安慕希 希腊风味酸奶(蓝莓味)",3
243,"安慕希 希腊风味酸奶(蓝莓味)",1
168,"安慕希 希腊风味酸奶(蓝莓味)",0
222,"安慕希 希腊风味酸奶(蓝莓味)",4
117,"安慕希 希腊风味酸奶(蓝莓味)",1
55,"安慕希 希腊风味酸奶(蓝莓味)",0
47,"安慕希 希腊风味酸奶(蓝莓味)",4
111,"安慕希 希腊风味酸奶(蓝莓味)",2
267,"安慕希 希腊风味酸奶(蓝莓味)",5
102,"安慕希 希腊风味酸奶(蓝莓味)",1
217,"安慕希 希腊风味酸奶(蓝莓味)",1
199,"安慕希 希腊风味酸奶(蓝莓味)",2
123,"安慕希 希腊风味酸奶(蓝莓味)",1
225,"安慕希 希腊风味酸奶(蓝莓味)",2
156,"安慕希 希腊风味酸奶(蓝莓味)",1
131,"安慕希 希腊风味酸奶(蓝莓味)",1
115,"伊利 0蔗糖酸奶117克",2
287,"伊利 0蔗糖酸奶117克",0
213,"伊利 0蔗糖酸奶117克",3
196,"伊利 0蔗糖酸奶117克",2
197,"伊利 0蔗糖酸奶117克",1
107,"伊利 0蔗糖酸奶117克",2
58,"伊利 0蔗糖酸奶117克",4
36,"伊利 0蔗糖酸奶117克",4
48,"伊利 0蔗糖酸奶117克",3
25,"伊利 0蔗糖酸奶117克",4
123,"伊利 0蔗糖酸奶117克",2
262,"伊利 0蔗糖酸奶117克",0
131,"伊利 0蔗糖酸奶117克",4
101,"伊利 0蔗糖酸奶117克",2
285,"伊利 0蔗糖酸奶117克",1
198,"伊利 0蔗糖酸奶117克",1
82,"伊利 0蔗糖酸奶117克",1
219,"伊利 0蔗糖酸奶117克",5
158,"伊利 0蔗糖酸奶117克",3
223,"伊利 0蔗糖酸奶117克",2
225,"伊利 0蔗糖酸奶117克",1
139,"伊利 0蔗糖酸奶117克",0
146,"伊利 0蔗糖酸奶117克",4
297,"伊利 0蔗糖酸奶117克",4
64,"伊利 0蔗糖酸奶117克",4
80,"伊利 0蔗糖酸奶117克",0
45,"伊利 0蔗糖酸奶117克",3
56,"伊利 0蔗糖酸奶117克",2
211,"百菲酪 水牛纯奶",0
88,"百菲酪 水牛纯奶",3
126,"百菲酪 水牛纯奶",4
43,"百菲酪 水牛纯奶",2
132,"百菲酪 水牛纯奶",2
135,"百菲酪 水牛纯奶",1
70,"百菲酪 水牛纯奶",3
20,"百菲酪 水牛纯奶",3
39,"百菲酪 水牛纯奶",3
50,"百菲酪 水牛纯奶",5
73,"百菲酪 水牛纯奶",1
283,"百菲酪 水牛纯奶",1
195,"百菲酪 水牛纯奶",3
45,"百菲酪 水牛纯奶",0
159,"百菲酪 水牛纯奶",5
256,"百菲酪 水牛纯奶",1
241,"百菲酪 水牛纯奶",3
178,"百菲酪 水牛纯奶",1
84,"百菲酪 水牛纯奶",1
281,"百菲酪 水牛纯奶",1
26,"百菲酪 水牛纯奶",5
117,"百菲酪 水牛纯奶",5
142,"百菲酪 水牛纯奶",2
289,"百菲酪 水牛纯奶",2
210,"百菲酪 水牛纯奶",1
295,"百菲酪 水牛纯奶",5
119,"百菲酪 水牛纯奶",0
299,"百菲酪 水牛纯奶",2
149,"百菲酪 水牛纯奶",1
58,"百菲酪 水牛纯奶",2
95,"百菲酪 水牛纯奶",3
89,"金典 低脂纯牛奶",0
295,"金典 低脂纯牛奶",1
81,"金典 低脂纯牛奶",2
180,"金典 低脂纯牛奶",2
277,"金典 低脂纯牛奶",1
173,"金典 低脂纯牛奶",0
20,"金典 低脂纯牛奶",0
16,"伊利 舒化低脂型无乳糖牛奶",0
164,"伊利 舒化低脂型无乳糖牛奶",5
198,"伊利 舒化低脂型无乳糖牛奶",1
75,"伊利 舒化低脂型无乳糖牛奶",1
206,"伊利 舒化低脂型无乳糖牛奶",3
74,"伊利 舒化低脂型无乳糖牛奶",2
211,"伊利 舒化低脂型无乳糖牛奶",5
105,"伊利 舒化低脂型无乳糖牛奶",3
246,"伊利 舒化低脂型无乳糖牛奶",5
191,"伊利 舒化低脂型无乳糖牛奶",4
176,"伊利 舒化低脂型无乳糖牛奶",3
113,"伊利 舒化低脂型无乳糖牛奶",2
250,"伊利 舒化低脂型无乳糖牛奶",5
256,"伊利 舒化低脂型无乳糖牛奶",4
125,"伊利 舒化低脂型无乳糖牛奶",5
35,"伊利 舒化低脂型无乳糖牛奶",4
151,"伊利 舒化低脂型无乳糖牛奶",0
297,"伊利 舒化低脂型无乳糖牛奶",0
45,"伊利 舒化低脂型无乳糖牛奶",1
201,"伊利 舒化低脂型无乳糖牛奶",1
73,"伊利 舒化低脂型无乳糖牛奶",5
82,"卡士 鲜酪乳",4
264,"卡士 鲜酪乳",4
191,"卡士 鲜酪乳",4
234,"卡士 鲜酪乳",4
217,"卡士 鲜酪乳",4
87,"卡士 鲜酪乳",3
10,"卡士 鲜酪乳",3
120,"卡士 鲜酪乳",1
282,"卡士 鲜酪乳",1
287,"卡士 鲜酪乳",1
266,"卡士 鲜酪乳",0
219,"卡士 鲜酪乳",1
49,"卡士 鲜酪乳",1
48,"卡士 鲜酪乳",2
81,"卡士 鲜酪乳",4
185,"卡士 鲜酪乳",0
94,"卡士 鲜酪乳",1
96,"卡士 鲜酪乳",0
1,"卡士 鲜酪乳",0
106,"卡士 鲜酪乳",1
240,"卡士 鲜酪乳",3
299,"卡士 鲜酪乳",3
243,"卡士 鲜酪乳",2
270,"卡士 鲜酪乳",2
174,"卡士 鲜酪乳",1
286,"卡士 鲜酪乳",3
34,"卡士 鲜酪乳",5
203,"卡士 鲜酪乳",4
154,"卡士 鲜酪乳",3
258,"卡士 鲜酪乳",3
228,"卡士 鲜酪乳",1
160,"卡士 鲜酪乳",4
204,"卡士 鲜酪乳",3
28,"卡士 鲜酪乳",0
178,"卡士 鲜酪乳",4
147,"卡士 鲜酪乳",5
136,"卡士 鲜酪乳",1
102,"卡士 鲜酪乳",5
277,"卡士 鲜酪乳",3
167,"卡士 鲜酪乳",0
74,"卡士 鲜酪乳",1
123,"卡士 鲜酪乳",4
47,"卡士 鲜酪乳",4
144,"卡士 鲜酪乳",5
65,"卡士 鲜酪乳",3
113,"卡士 鲜酪乳",4
220,"卡士 鲜酪乳",2
125,"卡士 鲜酪乳",1
240,"蒙牛 新养道零乳糖牛奶(脱脂型)",1
239,"蒙牛 新养道零乳糖牛奶(脱脂型)",1
51,"蒙牛 新养道零乳糖牛奶(脱脂型)",1
205,"蒙牛 新养道零乳糖牛奶(脱脂型)",0
12,"蒙牛 新养道零乳糖牛奶(脱脂型)",1
297,"蒙牛 新养道零乳糖牛奶(脱脂型)",3
153,"蒙牛 新养道零乳糖牛奶(脱脂型)",1
106,"蒙牛 新养道零乳糖牛奶(脱脂型)",5
190,"蒙牛 新养道零乳糖牛奶(脱脂型)",3
187,"蒙牛 新养道零乳糖牛奶(脱脂型)",4
49,"蒙牛 新养道零乳糖牛奶(脱脂型)",5
62,"蒙牛 新养道零乳糖牛奶(脱脂型)",4
290,"蒙牛 新养道零乳糖牛奶(脱脂型)",2
227,"蒙牛 新养道零乳糖牛奶(脱脂型)",3
22,"蒙牛 新养道零乳糖牛奶(脱脂型)",3
264,"蒙牛 新养道零乳糖牛奶(脱脂型)",2
172,"蒙牛 新养道零乳糖牛奶(脱脂型)",4
9,"蒙牛 新养道零乳糖牛奶(脱脂型)",0
84,"全脂奶粉",4
164,"全脂奶粉",0
271,"全脂奶粉",4
145,"全脂奶粉",1
81,"全脂奶粉",0
298,"全脂奶粉",1
216,"全脂奶粉",3
249,"全脂奶粉",1
69,"全脂奶粉",2
45,"全脂奶粉",5
16,"全脂奶粉",2
235,"全脂奶粉",4
127,"蒙牛 风味酸牛奶(原味)",3
30,"蒙牛 风味酸牛奶(原味)",1
271,"蒙牛 风味酸牛奶(原味)",4
91,"蒙牛 风味酸牛奶(原味)",5
182,"蒙牛 风味酸牛奶(原味)",5
59,"蒙牛 风味酸牛奶(原味)",5
196,"蒙牛 风味酸牛奶(原味)",5
60,"蒙牛 风味酸牛奶(原味)",5
199,"蒙牛 风味酸牛奶(原味)",1
100,"蒙牛 风味酸牛奶(原味)",5
130,"蒙牛 风味酸牛奶(原味)",5
242,"蒙牛 风味酸牛奶(原味)",3
107,"蒙牛 风味酸牛奶(原味)",1
58,"蒙牛 风味酸牛奶(原味)",4
41,"蒙牛 风味酸牛奶(原味)",2
192,"蒙牛 风味酸牛奶(原味)",2
146,"蒙牛 风味酸牛奶(原味)",0
9,"蒙牛 风味酸牛奶(原味)",4
289,"蒙牛 风味酸牛奶(原味)",1
118,"蒙牛 风味酸牛奶(原味)",2
152,"蒙牛 风味酸牛奶(原味)",1
227,"蒙牛 风味酸牛奶(原味)",1
218,"蒙牛 风味酸牛奶(原味)",4
27,"蒙牛 风味酸牛奶(原味)",1
296,"蒙牛 风味酸牛奶(原味)",2
298,"蒙牛 风味酸牛奶(原味)",5
150,"蒙牛 风味酸牛奶(原味)",2
266,"蒙牛 风味酸牛奶(原味)",3
23,"蒙牛 风味酸牛奶(原味)",5
288,"蒙牛 风味酸牛奶(原味)",3
96,"蒙牛 风味酸牛奶(原味)",0
207,"蒙牛 风味酸牛奶(原味)",3
12,"蒙牛 风味酸牛奶(原味)",3
275,"安佳 脱脂纯牛奶",1
109,"安佳 脱脂纯牛奶",2
105,"安佳 脱脂纯牛奶",3
127,"安佳 脱脂纯牛奶",5
40,"安佳 脱脂纯牛奶",1
110,"安佳 脱脂纯牛奶",4
216,"安佳 脱脂纯牛奶",0
120,"安佳 脱脂纯牛奶",2
86,"安佳 脱脂纯牛奶",2
171,"安佳 脱脂纯牛奶",0
41,"安佳 脱脂纯牛奶",0
212,"安佳 脱脂纯牛奶",5
78,"安佳 脱脂纯牛奶",5
287,"安佳 脱脂纯牛奶",0
68,"安佳 脱脂纯牛奶",1
115,"安佳 脱脂纯牛奶",4
285,"安佳 脱脂纯牛奶",5
14,"蒙牛 早餐奶酪",5
227,"蒙牛 早餐奶酪",1
23,"蒙牛 早餐奶酪",2
163,"蒙牛 早餐奶酪",5
296,"蒙牛 早餐奶酪",5
226,"蒙牛 早餐奶酪",5
56,"蒙牛 早餐奶酪",4
33,"蒙牛 早餐奶酪",2
237,"蒙牛 早餐奶酪",1
232,"蒙牛 早餐奶酪",3
197,"蒙牛 早餐奶酪",3
174,"蒙牛 早餐奶酪",4
260,"蒙牛 早餐奶酪",0
275,"蒙牛 早餐奶酪",2
152,"蒙牛 早餐奶酪",1
261,"蒙牛 早餐奶酪",1
165,"蒙牛 早餐奶酪",4
222,"蒙牛 早餐奶酪",0
7,"蒙牛 早餐奶酪",0
266,"蒙牛 早餐奶酪",1
75,"蒙牛 早餐奶酪",5
201,"蒙牛 早餐奶酪",5
274,"蒙牛 早餐奶酪",2
102,"蒙牛 早餐奶酪",2
228,"蒙牛 早餐奶酪",1
273,"蒙牛 早餐奶酪",5
189,"蒙牛 早餐奶酪",5
82,"蒙牛 早餐奶酪",2
85,"蒙牛 早餐奶酪",0
154,"蒙牛 早餐奶酪",4
183,"蒙牛 早餐奶酪",2
289,"蒙牛 早餐奶酪",4
74,"蒙牛 早餐奶酪",1
127,"蒙牛 早餐奶酪",1
98,"蒙牛 早餐奶酪",4
111,"蒙牛 早餐奶酪",3
186,"蒙牛 早餐奶酪",1
47,"蒙牛 早餐奶酪",5
290,"欧德堡 超高温灭菌脱脂纯牛奶",1
11,"欧德堡 超高温灭菌脱脂纯牛奶",4
45,"欧德堡 超高温灭菌脱脂纯牛奶",0
247,"欧德堡 超高温灭菌脱脂纯牛奶",4
240,"欧德堡 超高温灭菌脱脂纯牛奶",1
89,"欧德堡 超高温灭菌脱脂纯牛奶",3
286,"欧德堡 超高温灭菌脱脂纯牛奶",5
77,"欧德堡 超高温灭菌脱脂纯牛奶",3
190,"欧德堡 超高温灭菌脱脂纯牛奶",1
278,"欧德堡 超高温灭菌脱脂纯牛奶",4
95,"欧德堡 超高温灭菌脱脂纯牛奶",1
199,"欧德堡 超高温灭菌脱脂纯牛奶",4
292,"欧德堡 超高温灭菌脱脂纯牛奶",2
90,"欧德堡 超高温灭菌脱脂纯牛奶",3
80,"欧德堡 超高温灭菌脱脂纯牛奶",3
215,"欧德堡 超高温灭菌脱脂纯牛奶",4
176,"欧德堡 超高温灭菌脱脂纯牛奶",4
291,"欧德堡 超高温灭菌脱脂纯牛奶",0
58,"欧德堡 超高温灭菌脱脂纯牛奶",3
47,"欧德堡 超高温灭菌脱脂纯牛奶",2
30,"欧德堡 超高温灭菌脱脂纯牛奶",4
173,"欧德堡 超高温灭菌脱脂纯牛奶",3
241,"欧德堡 超高温灭菌脱脂纯牛奶",2
208,"欧德堡 超高温灭菌脱脂纯牛奶",0
223,"欧德堡 超高温灭菌脱脂纯牛奶",4
129,"欧德堡 超高温灭菌脱脂纯牛奶",1
171,"欧德堡 超高温灭菌脱脂纯牛奶",4
254,"欧德堡 超高温灭菌脱脂纯牛奶",3
98,"欧德堡 超高温灭菌脱脂纯牛奶",0
73,"欧德堡 超高温灭菌脱脂纯牛奶",2
100,"欧德堡 超高温灭菌脱脂纯牛奶",2
120,"欧德堡 超高温灭菌脱脂纯牛奶",3
230,"欧德堡 超高温灭菌脱脂纯牛奶",2
232,"燕塘 纯牛奶",2
253,"燕塘 纯牛奶",1
107,"燕塘 纯牛奶",4
90,"燕塘 纯牛奶",2
113,"燕塘 纯牛奶",4
273,"燕塘 纯牛奶",1
157,"燕塘 纯牛奶",5
47,"燕塘 纯牛奶",1
167,"燕塘 纯牛奶",2
230,"燕塘 纯牛奶",2
39,"燕塘 纯牛奶",5
28,"燕塘 纯牛奶",4
293,"燕塘 纯牛奶",3
13,"燕塘 纯牛奶",5
177,"欧亚 纯牛奶",1
108,"欧亚 纯牛奶",3
67,"欧亚 纯牛奶",0
127,"欧亚 纯牛奶",2
148,"欧亚 纯牛奶",3
235,"欧亚 纯牛奶",3
243,"欧亚 纯牛奶",0
207,"欧亚 纯牛奶",0
62,"欧亚 纯牛奶",5
224,"天友 纯牛奶",0
123,"天友 纯牛奶",3
113,"天友 纯牛奶",4
55,"天友 纯牛奶",1
241,"天友 纯牛奶",3
214,"天友 纯牛奶",3
202,"天友 纯牛奶",4
213,"天友 纯牛奶",0
28,"天友 纯牛奶",1
168,"天友 纯牛奶",0
271,"天友 纯牛奶",3
163,"天友 纯牛奶",1
136,"天友 纯牛奶",2
282,"天友 纯牛奶",3
164,"天友 纯牛奶",1
128,"天友 纯牛奶",1
167,"天友 纯牛奶",3
244,"天友 纯牛奶",1
189,"天友 纯牛奶",1
65,"天友 纯牛奶",0
171,"乐芝牛 8粒装奶酪",0
247,"乐芝牛 8粒装奶酪",5
233,"乐芝牛 8粒装奶酪",5
181,"乐芝牛 8粒装奶酪",5
274,"乐芝牛 8粒装奶酪",5
124,"乐芝牛 8粒装奶酪",5
276,"乐芝牛 8粒装奶酪",4
52,"乐芝牛 8粒装奶酪",1
245,"乐芝牛 8粒装奶酪",1
246,"乐芝牛 8粒装奶酪",1
164,"乐芝牛 8粒装奶酪",5
1,"乐芝牛 8粒装奶酪",3
104,"乐芝牛 8粒装奶酪",3
253,"乐芝牛 8粒装奶酪",4
203,"乐芝牛 8粒装奶酪",5
226,"乐芝牛 8粒装奶酪",2
242,"乐芝牛 8粒装奶酪",2
249,"乐芝牛 8粒装奶酪",2
86,"乐芝牛 8粒装奶酪",2
100,"乐芝牛 8粒装奶酪",3
145,"乐芝牛 8粒装奶酪",3
118,"乐芝牛 8粒装奶酪",1
143,"乐芝牛 8粒装奶酪",3
155,"乐芝牛 8粒装奶酪",0
230,"光明 优倍鲜牛奶",3
19,"光明 优倍鲜牛奶",1
43,"光明 优倍鲜牛奶",1
112,"光明 优倍鲜牛奶",5
285,"光明 优倍鲜牛奶",5
124,"光明 优倍鲜牛奶",0
83,"光明 优倍鲜牛奶",3
229,"光明 优倍鲜牛奶",4
296,"光明 优倍鲜牛奶",0
196,"光明 优倍鲜牛奶",1
118,"光明 优倍鲜牛奶",1
75,"光明 优倍鲜牛奶",3
113,"光明 优倍鲜牛奶",5
172,"光明 优倍鲜牛奶",2
105,"光明 优倍鲜牛奶",4
140,"光明 优倍鲜牛奶",2
138,"光明 优倍鲜牛奶",0
110,"光明 优倍鲜牛奶",0
188,"光明 优倍鲜牛奶",5
275,"光明 优倍鲜牛奶",5
78,"光明 优倍鲜牛奶",3
234,"光明 优倍鲜牛奶",4
288,"光明 优倍鲜牛奶",0
9,"光明 优倍鲜牛奶",5
209,"光明 优倍鲜牛奶",0
93,"光明 优倍鲜牛奶",4
16,"光明 优倍鲜牛奶",1
276,"光明 优倍鲜牛奶",2
259,"光明 优倍鲜牛奶",4
240,"光明 优倍鲜牛奶",2
85,"光明 优倍鲜牛奶",5
197,"光明 优倍鲜牛奶",4
290,"光明 优倍鲜牛奶",1
98,"光明 优倍鲜牛奶",1
162,"光明 优倍鲜牛奶",1
298,"光明 优倍鲜牛奶",0
266,"光明 优倍鲜牛奶",1
119,"光明 优倍鲜牛奶",2
99,"光明 优倍鲜牛奶",5
238,"光明 优倍鲜牛奶",5
242,"光明 优倍鲜牛奶",2
291,"光明 优倍鲜牛奶",3
117,"光明 优倍鲜牛奶",1
176,"光明 优倍鲜牛奶",5
4,"光明 优倍鲜牛奶",1
136,"光明 优倍鲜牛奶",2
123,"光明 优倍鲜牛奶",0
167,"光明 优倍鲜牛奶",5
6,"三元 极致低脂纯牛奶",3
255,"三元 极致低脂纯牛奶",0
64,"三元 极致低脂纯牛奶",0
242,"三元 极致低脂纯牛奶",2
68,"三元 极致低脂纯牛奶",3
67,"三元 极致低脂纯牛奶",5
280,"三元 极致低脂纯牛奶",5
236,"三元 极致低脂纯牛奶",3
264,"三元 极致低脂纯牛奶",3
33,"三元 极致低脂纯牛奶",3
37,"三元 极致低脂纯牛奶",1
128,"三元 极致低脂纯牛奶",4
249,"三元 极致低脂纯牛奶",5
102,"三元 极致低脂纯牛奶",2
234,"三元 极致低脂纯牛奶",0
288,"三元 极致低脂纯牛奶",1
154,"三元 极致低脂纯牛奶",4
22,"三元 极致低脂纯牛奶",0
12,"三元 极致低脂纯牛奶",4
158,"三元 极致低脂纯牛奶",4
217,"三元 极致低脂纯牛奶",5
207,"三元 极致低脂纯牛奶",0
294,"三元 极致低脂纯牛奶",2
197,"三元 极致低脂纯牛奶",2
199,"三元 极致低脂纯牛奶",2
75,"三元 极致低脂纯牛奶",1
223,"三元 极致低脂纯牛奶",2
193,"三元 极致低脂纯牛奶",1
10,"三元 极致低脂纯牛奶",4
106,"三元 极致低脂纯牛奶",5
17,"三元 极致低脂纯牛奶",5
114,"三元 极致低脂纯牛奶",5
142,"三元 极致低脂纯牛奶",1
167,"三元 极致低脂纯牛奶",1
103,"三元 极致低脂纯牛奶",5
202,"三元 极致低脂纯牛奶",1
88,"三元 极致低脂纯牛奶",0
153,"三元 极致低脂纯牛奶",4
84,"三元 极致低脂纯牛奶",2
8,"三元 极致低脂纯牛奶",2
299,"三元 极致低脂纯牛奶",1
205,"三元 极致低脂纯牛奶",0
47,"三元 极致低脂纯牛奶",0
2,"德亚 低脂高钙牛奶",4
215,"德亚 低脂高钙牛奶",0
138,"德亚 低脂高钙牛奶",0
20,"德亚 低脂高钙牛奶",2
25,"德亚 低脂高钙牛奶",3
71,"德亚 低脂高钙牛奶",2
197,"德亚 低脂高钙牛奶",0
1,"德亚 低脂高钙牛奶",5
261,"德亚 低脂高钙牛奶",2
172,"德亚 低脂高钙牛奶",0
72,"德亚 低脂高钙牛奶",0
224,"德亚 脱脂牛奶(老款)",1
170,"早餐奶",1
28,"早餐奶",1
42,"早餐奶",1
191,"早餐奶",5
56,"早餐奶",3
46,"早餐奶",3
294,"早餐奶",2
268,"新希望 华西 老酸奶",5
241,"新希望 华西 老酸奶",3
57,"新希望 华西 老酸奶",2
204,"新希望 华西 老酸奶",5
55,"新希望 华西 老酸奶",2
214,"新希望 华西 老酸奶",3
193,"完达山 牛奶(牌)",5
46,"完达山 牛奶(牌)",4
162,"完达山 牛奶(牌)",4
156,"完达山 牛奶(牌)",5
106,"完达山 牛奶(牌)",0
267,"完达山 牛奶(牌)",5
82,"完达山 牛奶(牌)",4
158,"完达山 牛奶(牌)",4
17,"完达山 牛奶(牌)",3
90,"完达山 牛奶(牌)",4
165,"完达山 牛奶(牌)",5
125,"完达山 牛奶(牌)",3
188,"完达山 牛奶(牌)",0
98,"完达山 牛奶(牌)",4
19,"完达山 牛奶(牌)",3
61,"德亚 全脂纯牛奶",3
13,"德亚 全脂纯牛奶",0
196,"德亚 全脂纯牛奶",4
80,"德亚 全脂纯牛奶",4
203,"德亚 全脂纯牛奶",3
119,"德亚 全脂纯牛奶",3
96,"德亚 全脂纯牛奶",4
222,"德亚 全脂纯牛奶",0
253,"德亚 全脂纯牛奶",3
36,"德亚 全脂纯牛奶",0
118,"德亚 全脂纯牛奶",3
253,"哈纳斯乳业 哈纳斯全脂淡奶粉",4
198,"哈纳斯乳业 哈纳斯全脂淡奶粉",0
107,"哈纳斯乳业 哈纳斯全脂淡奶粉",5
35,"哈纳斯乳业 哈纳斯全脂淡奶粉",1
147,"哈纳斯乳业 哈纳斯全脂淡奶粉",2
175,"哈纳斯乳业 哈纳斯全脂淡奶粉",4
201,"哈纳斯乳业 哈纳斯全脂淡奶粉",1
2,"哈纳斯乳业 哈纳斯全脂淡奶粉",4
230,"哈纳斯乳业 哈纳斯全脂淡奶粉",3
216,"哈纳斯乳业 哈纳斯全脂淡奶粉",5
94,"哈纳斯乳业 哈纳斯全脂淡奶粉",5
